N,P,K,temperature,humidity,ph,rainfall,label
25.59,123.92,204.73,25.73,84.89,5.63,63.18,grapes
30.48,125.47,196.84,33.36,82.8,6.34,72.25,grapes
26.71,127.83,201.42,36.13,80.82,6.3,69.7,grapes
19.87,122.71,195.78,28.51,84.23,5.53,64.23,grapes
28.54,121.63,200.97,33.72,81.55,6.05,69.58,grapes
15.81,126.73,204.77,27.2,82.82,6.29,60.69,grapes
22.86,143.59,195.08,20.13,81.41,5.9,62.92,grapes
33.8,138.14,204.74,31.89,80.49,5.91,71.12,grapes
17.53,140.19,196.5,27.96,81.91,6.09,72.78,grapes
22.25,123.79,199.63,38.1,80.47,6.22,73.27,grapes
35.19,136.36,202.69,13.48,84.82,6.02,70.93,grapes
31.28,143.26,198.41,34.7,81.7,5.86,72.84,grapes
25.77,142.27,202.74,21.18,81.04,6.11,61.12,grapes
18.81,135.69,199.98,35.36,80.71,6.37,68.21,grapes
39.22,139.54,195.87,11.2,81.57,6.43,62.42,grapes
22.0,129.08,195.89,14.09,83.86,5.76,67.1,grapes
21.4,141.92,201.5,12.78,80.62,6.07,60.59,grapes
36.48,130.02,203.57,39.18,80.64,5.87,72.67,grapes
38.8,129.34,201.82,25.2,81.31,6.38,70.24,grapes
30.52,136.1,202.41,16.32,84.11,5.51,72.8,grapes
22.27,123.96,198.99,10.48,81.94,5.96,61.4,grapes
26.65,136.06,204.0,23.81,80.43,6.23,73.76,grapes
38.06,139.21,196.99,19.18,81.59,6.5,67.29,grapes
108.09,16.91,47.78,24.11,81.56,6.47,52.8,watermelon
92.81,5.78,51.01,25.14,89.36,6.36,48.6,watermelon
98.94,6.35,53.68,26.86,86.84,6.27,52.71,watermelon
83.34,6.73,49.05,24.9,87.12,6.87,50.5,watermelon
106.79,11.49,53.31,24.28,89.02,6.34,55.06,watermelon
86.58,13.73,49.19,25.43,86.89,6.16,53.93,watermelon
94.19,22.32,48.89,24.03,87.83,6.6,41.56,watermelon
106.72,20.41,48.24,26.96,89.39,6.74,54.73,watermelon
92.66,8.76,49.59,24.44,88.64,6.11,59.4,watermelon
96.26,18.02,45.04,25.35,88.33,6.13,48.99,watermelon
118.78,7.44,47.19,26.94,84.2,6.55,43.32,watermelon
95.1,13.7,54.52,26.92,85.77,6.01,56.28,watermelon
80.65,27.42,50.02,26.6,86.99,6.65,49.12,watermelon
96.42,13.81,50.42,25.57,87.65,6.11,43.52,watermelon
97.14,9.42,50.95,25.63,83.82,6.85,53.77,watermelon
97.5,12.08,51.2,26.78,88.57,7.0,56.12,watermelon
84.15,21.24,51.16,25.23,84.96,6.75,58.54,watermelon
83.99,16.1,50.81,24.1,82.9,6.42,44.46,watermelon
98.19,14.53,46.96,25.41,81.24,6.97,58.28,watermelon
96.52,25.51,52.04,26.22,80.08,6.37,44.48,watermelon
91.34,26.99,47.64,26.52,87.95,6.41,44.83,watermelon
116.01,15.36,45.16,24.46,83.74,6.82,56.4,watermelon
104.0,13.38,54.59,26.98,82.42,6.97,43.85,watermelon
105.78,25.71,53.01,25.73,81.29,6.64,59.55,watermelon
86.95,27.6,50.17,25.31,81.0,6.8,50.09,watermelon
105.26,24.61,53.43,25.88,82.6,6.55,58.97,watermelon
88.15,7.33,49.37,25.89,85.93,6.03,54.15,watermelon
116.82,6.97,48.82,26.23,81.31,6.45,52.63,watermelon
94.32,10.99,53.98,24.89,85.35,6.25,55.6,watermelon
111.44,24.26,51.59,24.82,89.35,6.63,52.77,watermelon
103.17,7.59,49.59,25.79,81.07,6.28,57.89,watermelon
83.71,17.36,48.61,26.51,83.91,6.49,40.44,watermelon
82.94,28.98,45.76,26.06,83.75,6.31,58.17,watermelon
112.34,9.5,45.1,24.54,85.67,6.61,40.63,watermelon
119.04,29.84,49.84,25.84,85.46,6.16,54.83,watermelon
117.06,9.82,45.3,24.07,85.12,6.15,57.34,watermelon
84.59,10.42,48.28,24.66,87.28,6.94,45.35,watermelon
99.26,28.83,48.49,25.65,82.94,6.75,49.92,watermelon
100.51,15.0,46.93,24.52,86.87,6.89,45.62,watermelon
95.71,19.59,52.66,24.93,87.94,6.95,49.76,watermelon
115.31,15.59,52.47,26.45,86.23,6.61,48.59,watermelon
102.69,14.35,51.33,24.19,81.67,6.03,50.23,watermelon
103.47,12.34,53.27,25.94,89.65,6.35,40.6,watermelon
87.2,13.07,52.91,25.07,80.73,6.66,47.44,watermelon
111.18,8.06,48.19,24.03,83.29,6.47,55.9,watermelon
115.95,19.04,48.86,25.81,85.27,6.1,45.56,watermelon
104.32,27.08,53.6,24.22,88.93,6.42,55.12,watermelon
92.71,13.0,46.97,26.41,84.99,6.99,48.42,watermelon
84.96,9.28,48.27,25.15,85.76,6.29,52.87,watermelon
114.24,29.7,54.12,24.85,88.42,6.4,57.92,watermelon
116.72,5.98,51.45,24.21,80.95,6.8,54.47,watermelon
90.99,23.84,49.0,25.67,83.13,6.61,47.87,watermelon
107.86,16.36,53.49,26.9,81.21,6.37,52.36,watermelon
81.17,6.2,45.1,24.32,83.23,6.69,48.71,watermelon
86.81,9.78,54.02,25.11,89.03,6.99,58.68,watermelon
114.72,11.49,52.85,24.33,89.47,6.08,46.59,watermelon
104.51,25.31,47.7,24.51,81.38,6.46,42.53,watermelon
114.48,23.83,53.88,26.9,84.13,6.45,42.45,watermelon
101.1,19.45,51.61,26.93,83.22,6.73,44.52,watermelon
90.55,12.41,45.83,25.68,88.73,6.66,54.71,watermelon
88.24,6.95,54.72,24.18,80.13,6.22,56.37,watermelon
87.52,7.61,47.09,25.77,85.28,6.86,55.21,watermelon
92.47,16.35,46.54,25.51,89.14,6.22,47.27,watermelon
119.0,26.7,50.13,26.34,81.88,6.28,43.28,watermelon
92.29,26.75,51.48,24.44,88.76,6.75,44.81,watermelon
115.76,9.68,45.29,25.99,84.53,6.27,58.54,watermelon
83.36,15.79,46.51,25.51,85.08,6.05,45.45,watermelon
83.91,21.22,52.32,25.27,82.94,6.4,51.88,watermelon
101.18,17.34,49.34,26.04,86.46,6.96,44.39,watermelon
82.13,5.89,47.66,24.2,81.01,6.23,52.4,watermelon
108.63,14.8,46.01,26.2,88.8,6.27,44.11,watermelon
111.43,13.69,47.88,25.79,87.34,6.09,50.06,watermelon
108.02,16.92,48.05,26.72,82.39,6.32,41.39,watermelon
87.49,27.5,46.42,24.04,84.75,6.33,43.55,watermelon
90.55,6.92,51.79,26.56,85.94,6.97,51.66,watermelon
99.53,11.19,46.09,26.46,85.67,6.99,56.71,watermelon
101.01,9.18,46.47,24.28,83.05,6.74,49.05,watermelon
109.39,29.74,47.57,25.46,83.64,6.01,47.05,watermelon
108.41,27.28,52.75,26.57,89.02,6.6,42.26,watermelon
107.43,23.21,45.21,26.94,88.56,6.66,42.83,watermelon
99.91,11.11,52.41,26.92,83.59,6.74,43.88,watermelon
118.19,20.97,54.65,26.63,86.79,6.9,48.99,watermelon
118.33,18.17,47.65,26.04,88.88,6.39,48.35,watermelon
119.76,12.73,45.41,25.56,83.43,6.61,48.67,watermelon
98.2,29.2,52.92,24.87,89.69,6.5,53.71,watermelon
98.65,8.76,54.67,25.87,86.64,6.3,45.77,watermelon
111.99,5.39,45.41,24.85,85.93,6.05,46.12,watermelon
97.21,21.51,45.01,24.75,83.5,6.28,57.18,watermelon
106.61,24.22,46.55,24.26,82.71,7.0,43.93,watermelon
103.41,7.02,47.19,25.42,83.55,6.81,52.74,watermelon
96.9,29.17,45.98,24.78,83.02,6.31,51.28,watermelon
107.16,13.06,50.78,26.05,82.0,6.14,51.09,watermelon
92.04,7.14,50.67,25.88,85.46,6.38,57.52,watermelon
97.48,8.47,49.42,24.94,89.35,6.71,49.37,watermelon
97.11,15.51,49.1,24.08,85.59,6.96,48.42,watermelon
110.23,20.38,48.02,24.73,85.12,6.13,50.87,watermelon
102.62,12.33,52.55,25.18,84.03,6.01,56.15,watermelon
115.0,16.51,45.54,24.16,88.3,6.65,46.67,watermelon
83.9,12.26,49.81,24.99,80.61,6.74,53.49,watermelon
109.57,6.33,47.05,24.43,87.4,6.5,44.47,watermelon
107.03,26.31,48.01,27.93,94.95,6.01,24.85,muskmelon
107.51,7.87,45.0,28.81,90.61,6.08,22.04,muskmelon
98.95,25.82,49.44,27.17,90.61,6.32,29.83,muskmelon
112.81,26.04,50.47,29.47,93.41,6.69,26.17,muskmelon
97.29,20.9,46.85,29.46,93.29,6.14,27.42,muskmelon
101.87,16.9,47.9,29.0,94.8,6.39,26.68,muskmelon
95.65,22.44,46.07,28.25,92.12,6.02,24.57,muskmelon
102.57,5.28,48.03,28.94,94.47,6.5,20.43,muskmelon
116.28,29.07,49.68,29.17,91.38,6.79,23.58,muskmelon
114.23,17.58,48.49,29.12,91.95,6.05,26.56,muskmelon
94.07,22.98,48.39,29.15,93.93,6.22,27.63,muskmelon
92.12,14.85,54.16,28.94,91.88,6.38,26.59,muskmelon
103.04,28.19,52.75,28.58,90.65,6.26,29.55,muskmelon
93.92,20.44,49.04,27.13,94.26,6.13,20.97,muskmelon
84.25,28.36,49.76,29.28,94.91,6.65,27.33,muskmelon
89.46,27.49,46.74,29.68,93.78,6.34,20.64,muskmelon
104.48,7.86,53.47,27.22,93.82,6.49,28.41,muskmelon
116.94,13.03,51.99,28.13,94.94,6.46,22.0,muskmelon
90.1,15.94,47.86,27.6,90.81,6.65,28.09,muskmelon
87.69,19.55,51.29,29.01,91.02,6.65,28.93,muskmelon
94.38,15.2,50.47,27.22,90.93,6.58,29.11,muskmelon
105.69,17.4,53.32,28.71,92.37,6.28,26.18,muskmelon
102.35,8.45,45.67,28.28,91.88,6.06,20.78,muskmelon
111.3,12.46,46.18,27.69,93.01,6.26,22.24,muskmelon
117.62,28.06,47.51,29.11,90.34,6.7,29.68,muskmelon
82.99,19.38,53.53,29.8,92.5,6.32,20.57,muskmelon
107.9,7.77,49.71,29.75,91.32,6.02,23.38,muskmelon
90.44,13.36,52.65,27.42,92.74,6.59,29.24,muskmelon
106.53,26.96,47.36,27.22,94.74,6.72,27.03,muskmelon
110.62,5.88,54.81,29.85,92.99,6.49,20.81,muskmelon
102.06,28.67,47.71,27.13,90.18,6.41,26.5,muskmelon
97.26,12.59,53.5,29.91,90.11,6.04,27.74,muskmelon
112.45,18.35,53.6,29.05,93.69,6.44,20.52,muskmelon
110.63,22.39,49.3,28.28,90.69,6.35,28.97,muskmelon
119.3,14.19,46.94,28.31,90.29,6.19,25.89,muskmelon
89.09,23.69,53.88,29.38,92.84,6.79,20.15,muskmelon
108.79,25.32,45.77,27.38,90.9,6.03,23.5,muskmelon
106.21,11.11,47.92,28.82,92.39,6.1,20.77,muskmelon
90.01,18.59,49.95,29.21,91.78,6.73,22.2,muskmelon
108.53,28.54,52.8,27.88,93.27,6.42,22.68,muskmelon
107.91,17.59,45.54,29.7,93.53,6.5,22.8,muskmelon
88.14,8.43,54.76,27.69,93.71,6.17,23.72,muskmelon
112.66,8.55,54.78,29.1,93.25,6.36,21.14,muskmelon
99.96,5.84,47.78,28.15,94.14,6.07,22.79,muskmelon
104.39,17.38,53.63,28.15,90.22,6.16,21.84,muskmelon
97.24,6.31,48.05,28.62,91.74,6.02,26.09,muskmelon
115.73,28.07,54.07,29.43,92.95,6.61,23.41,muskmelon
113.17,15.85,49.28,29.19,93.68,6.05,21.09,muskmelon
95.52,23.03,51.78,29.58,94.69,6.37,25.73,muskmelon
102.73,17.97,46.63,28.14,93.73,6.74,21.32,muskmelon
80.61,24.99,54.51,27.26,91.25,6.43,23.38,muskmelon
95.78,20.39,48.62,28.98,93.91,6.65,26.08,muskmelon
84.97,19.21,48.21,27.79,90.89,6.37,24.4,muskmelon
98.66,29.15,49.8,29.53,91.09,6.05,29.39,muskmelon
91.06,20.26,48.14,27.19,90.9,6.61,22.76,muskmelon
114.76,8.18,51.3,27.44,93.09,6.04,21.14,muskmelon
81.54,22.11,53.61,28.74,90.21,6.57,20.61,muskmelon
108.58,11.48,47.57,29.04,94.29,6.28,27.18,muskmelon
104.02,13.74,45.77,28.33,92.56,6.19,23.26,muskmelon
94.85,25.57,49.16,28.93,94.38,6.11,23.27,muskmelon
111.53,13.37,49.08,28.96,92.35,6.78,26.22,muskmelon
86.41,6.12,54.3,29.74,90.13,6.49,28.08,muskmelon
100.43,24.52,50.08,28.74,91.72,6.17,28.31,muskmelon
81.3,23.16,48.81,29.99,90.39,6.06,29.36,muskmelon
88.98,17.59,50.74,28.64,92.09,6.59,28.48,muskmelon
101.11,6.29,49.72,28.57,92.21,6.22,28.36,muskmelon
91.72,11.1,47.43,29.3,91.81,6.36,27.48,muskmelon
84.62,11.03,52.33,29.64,91.81,6.28,25.06,muskmelon
116.59,21.33,51.05,28.35,92.09,6.46,28.27,muskmelon
85.01,18.44,52.76,28.22,92.92,6.11,22.6,muskmelon
91.48,12.85,45.82,28.26,94.92,6.46,26.33,muskmelon
110.91,27.5,53.76,27.05,90.6,6.21,25.55,muskmelon
117.21,23.57,46.26,27.1,92.16,6.55,29.9,muskmelon
85.3,26.67,54.19,29.71,91.77,6.32,25.57,muskmelon
108.48,7.98,53.97,29.7,92.96,6.49,29.94,muskmelon
81.81,23.47,48.55,28.35,92.04,6.36,28.35,muskmelon
91.57,16.93,46.35,27.55,93.83,6.73,29.37,muskmelon
83.35,27.39,50.94,28.11,93.25,6.3,24.39,muskmelon
100.35,19.7,54.45,27.29,91.49,6.27,25.64,muskmelon
115.89,19.5,53.44,28.28,91.61,6.25,21.78,muskmelon
85.73,25.35,52.35,29.97,91.05,6.42,25.75,muskmelon
104.62,7.49,47.85,27.36,91.37,6.35,28.85,muskmelon
91.54,27.94,54.89,29.26,94.62,6.53,21.41,muskmelon
88.27,25.97,52.55,27.08,94.51,6.77,25.4,muskmelon
111.96,5.17,53.33,27.08,91.02,6.75,25.71,muskmelon
109.28,18.02,53.31,27.88,90.55,6.57,28.45,muskmelon
97.78,15.81,47.63,29.59,94.97,6.59,21.16,muskmelon
94.15,6.98,52.93,29.18,91.64,6.41,22.76,muskmelon
105.22,17.82,52.77,29.12,91.57,6.74,24.33,muskmelon
117.29,24.85,48.18,29.52,93.31,6.7,20.36,muskmelon
105.38,5.2,46.37,28.13,94.72,6.54,22.65,muskmelon
86.06,25.35,52.34,27.85,90.99,6.7,29.51,muskmelon
114.29,23.74,45.03,27.2,92.79,6.17,21.78,muskmelon
96.73,11.58,48.8,28.75,93.19,6.39,26.57,muskmelon
87.2,12.5,47.32,27.88,92.43,6.64,23.92,muskmelon
94.29,17.02,45.97,27.34,94.4,6.6,22.87,muskmelon
118.77,13.13,51.62,27.35,92.32,6.26,21.14,muskmelon
107.88,22.62,52.74,28.45,94.02,6.39,24.12,muskmelon
89.39,12.27,50.07,29.67,93.91,6.05,27.72,muskmelon
90.46,12.94,48.91,28.33,91.99,6.73,22.68,muskmelon
29.13,128.5,203.19,21.93,92.05,6.07,104.16,apple
8.25,135.63,204.48,22.84,91.65,6.1,100.5,apple
28.89,140.06,195.9,23.11,94.56,6.27,113.82,apple
26.2,132.97,198.62,21.6,90.78,6.04,121.49,apple
9.17,140.03,204.11,21.99,91.08,6.23,123.5,apple
1.44,120.5,204.4,21.31,91.99,5.98,103.92,apple
12.06,125.75,202.72,21.74,91.36,5.62,119.6,apple
26.21,123.28,202.41,21.81,90.42,5.57,118.05,apple
30.5,130.38,195.15,23.49,93.02,5.65,118.4,apple
31.7,124.86,201.06,21.94,91.62,6.01,100.59,apple
10.96,125.07,197.64,22.97,92.36,5.79,102.33,apple
38.68,134.02,199.83,23.72,92.67,5.74,100.43,apple
19.88,129.84,198.73,22.64,90.54,5.72,124.38,apple
15.89,125.8,198.7,22.69,93.21,5.83,120.24,apple
39.03,122.38,196.69,23.59,92.45,5.75,103.53,apple
24.66,131.84,202.23,22.7,91.16,6.27,106.3,apple
12.46,128.45,196.51,21.96,92.83,5.91,100.14,apple
27.62,138.88,202.95,22.64,91.57,6.15,108.05,apple
28.35,132.86,203.59,23.98,90.41,5.61,117.48,apple
15.03,138.92,196.62,23.24,90.83,5.94,124.3,apple
1.56,130.6,196.71,23.41,92.44,6.25,113.68,apple
15.98,127.42,199.35,21.88,94.61,6.18,113.06,apple
24.6,129.29,201.5,21.42,92.62,5.7,115.35,apple
28.58,132.98,197.51,22.39,94.68,6.43,118.0,apple
34.1,123.38,200.24,23.49,90.05,5.92,103.76,apple
2.68,144.42,198.12,21.56,93.47,6.04,108.28,apple
2.44,131.72,196.56,22.05,92.8,5.73,115.72,apple
37.12,126.86,203.21,23.6,92.92,5.81,115.61,apple
16.13,126.37,200.41,22.98,90.39,5.65,118.27,apple
11.2,126.57,196.02,23.39,92.94,6.27,108.25,apple
30.88,134.8,197.77,23.42,94.36,6.17,111.84,apple
6.72,139.58,204.89,21.27,94.02,5.65,104.12,apple
34.98,128.08,203.96,21.16,92.56,5.94,116.62,apple
13.08,132.51,196.17,22.68,91.89,5.89,111.86,apple
12.47,133.05,200.31,23.65,94.21,6.46,123.64,apple
33.34,137.78,203.4,22.68,92.45,6.29,117.13,apple
22.32,130.89,198.48,21.08,91.83,5.97,116.75,apple
29.14,125.34,200.6,23.99,94.7,5.88,104.48,apple
29.91,120.27,199.42,22.58,90.03,5.81,102.35,apple
14.75,126.34,204.22,22.82,90.17,5.77,111.97,apple
1.76,137.39,197.53,22.88,94.86,6.32,121.58,apple
37.1,144.93,201.32,22.47,92.37,6.37,118.76,apple
32.3,120.95,195.29,23.68,90.77,6.24,121.77,apple
5.27,130.49,203.46,21.17,93.19,5.56,102.44,apple
21.76,144.59,196.94,22.84,90.08,6.34,121.21,apple
12.66,137.73,204.06,22.76,94.72,6.02,123.51,apple
16.13,140.94,201.7,21.19,94.13,6.0,118.22,apple
3.36,131.08,197.76,21.6,92.53,5.67,118.67,apple
33.51,120.08,197.74,22.05,91.71,6.07,117.41,apple
22.65,131.58,196.16,21.27,93.65,5.69,114.78,apple
38.63,139.17,202.89,21.65,91.87,5.58,118.11,apple
9.87,140.93,201.42,23.7,90.96,6.26,103.32,apple
2.13,137.65,196.78,21.42,91.58,5.73,104.71,apple
35.34,124.43,197.95,23.09,91.32,5.99,114.47,apple
13.95,136.05,199.5,22.89,94.16,5.54,120.87,apple
15.43,133.45,197.11,23.11,91.73,6.31,119.91,apple
8.3,137.49,200.04,23.49,93.97,5.59,119.34,apple
10.33,131.69,195.31,21.35,93.29,5.69,103.5,apple
23.47,129.31,198.78,22.77,90.17,6.2,115.74,apple
34.77,120.2,199.21,22.0,93.24,5.6,122.83,apple
12.25,131.67,196.86,21.07,94.05,5.96,114.4,apple
17.4,129.98,203.34,21.76,91.87,5.84,116.96,apple
12.01,144.27,203.77,23.29,94.5,6.01,110.52,apple
30.96,143.85,199.01,21.09,92.56,6.42,122.16,apple
38.61,143.57,196.98,23.92,93.76,5.63,108.33,apple
38.4,144.26,198.09,23.3,94.01,5.96,104.13,apple
0.03,123.69,203.83,21.9,90.4,5.74,105.08,apple
3.61,126.12,201.85,23.54,91.87,5.98,108.62,apple
18.83,137.17,201.99,23.74,93.34,6.33,117.66,apple
30.52,122.4,196.29,23.29,90.67,6.27,122.45,apple
32.79,138.26,199.25,22.18,90.36,5.99,118.51,apple
23.46,125.54,201.09,23.3,91.85,5.84,120.58,apple
24.42,138.79,204.15,22.94,90.69,5.69,105.28,apple
17.42,128.49,201.54,22.28,91.42,5.89,120.53,apple
1.39,143.96,199.22,21.49,93.41,6.33,111.62,apple
3.31,137.15,196.01,23.59,94.02,5.51,107.98,apple
22.99,129.6,199.55,22.46,94.8,5.9,119.28,apple
12.12,126.47,201.34,22.81,94.01,5.95,109.32,apple
18.94,128.38,200.35,22.09,93.93,6.48,113.29,apple
15.34,136.87,196.5,22.01,94.67,6.09,104.94,apple
32.51,138.19,199.55,21.15,91.41,5.62,112.24,apple
14.68,142.23,201.86,21.76,91.69,5.8,120.48,apple
21.71,124.47,198.57,21.05,91.62,6.14,114.89,apple
14.29,120.92,202.39,21.75,90.42,5.59,118.17,apple
25.32,130.78,197.75,23.92,93.44,5.74,120.64,apple
33.4,138.32,200.24,22.38,90.38,5.87,103.67,apple
39.07,135.95,203.82,22.15,94.9,5.58,123.19,apple
29.97,130.56,195.22,23.85,91.28,6.15,122.07,apple
33.47,130.84,196.16,21.57,91.3,5.8,112.85,apple
34.17,126.09,202.99,22.12,92.36,6.26,110.92,apple
29.87,139.46,197.77,23.01,93.02,6.41,116.96,apple
10.91,130.18,195.19,22.24,90.65,5.77,114.98,apple
39.04,127.95,197.21,21.05,91.62,5.56,107.2,apple
28.48,140.67,200.88,22.9,91.64,5.89,123.25,apple
0.5,128.51,198.46,22.33,92.31,6.24,105.27,apple
27.91,136.82,197.56,21.1,94.26,6.47,115.78,apple
22.45,128.63,197.08,23.95,91.85,5.79,107.88,apple
26.98,120.74,201.25,21.5,91.76,5.93,124.9,apple
0.94,144.33,200.56,22.47,91.17,6.42,103.29,apple
24.28,141.24,195.97,21.65,94.96,6.07,104.47,apple
6.36,24.44,12.34,20.03,92.04,7.13,108.36,orange
23.97,12.99,8.63,12.64,94.42,7.44,115.24,orange
12.71,18.39,8.92,31.48,92.47,6.7,116.52,orange
17.98,28.1,6.78,17.21,92.66,6.5,109.28,orange
6.89,27.68,8.83,26.33,94.87,6.62,112.73,orange
24.76,8.46,11.2,34.97,93.0,7.1,118.91,orange
13.0,11.25,10.69,21.8,90.45,6.56,114.86,orange
35.34,21.35,10.52,31.59,94.25,6.24,107.38,orange
34.99,9.38,14.37,33.03,91.61,6.44,117.89,orange
8.28,16.53,7.45,25.08,94.95,7.2,119.46,orange
20.01,7.78,11.04,18.28,94.6,6.24,109.24,orange
38.5,5.17,5.32,26.92,94.34,7.49,117.24,orange
2.81,15.43,7.6,27.9,90.6,7.16,112.94,orange
21.37,5.59,9.81,28.15,91.46,6.6,116.45,orange
30.75,14.08,12.17,22.79,93.25,6.64,102.48,orange
5.84,11.56,13.25,28.84,90.56,6.25,108.26,orange
13.59,27.82,12.96,15.25,90.49,6.96,101.48,orange
35.97,17.29,7.45,16.5,91.48,6.67,115.75,orange
27.98,19.21,10.94,29.03,90.74,6.43,104.42,orange
14.83,14.07,7.91,33.62,90.79,6.95,109.51,orange
17.59,12.37,12.44,27.38,90.73,6.44,107.68,orange
25.47,5.7,7.12,17.57,92.92,6.39,114.42,orange
29.82,29.9,9.06,25.46,90.85,6.52,103.12,orange
34.1,12.86,8.74,31.64,92.43,6.25,110.5,orange
7.02,27.43,5.14,33.67,91.71,6.46,104.49,orange
11.13,24.45,12.89,26.25,91.78,6.69,118.25,orange
36.25,26.0,13.46,29.58,92.62,6.34,104.05,orange
26.57,14.96,5.99,18.24,90.34,6.83,110.7,orange
29.65,26.82,14.7,11.4,92.83,6.37,105.12,orange
29.58,22.24,11.51,16.13,93.45,6.68,100.8,orange
24.37,18.8,5.91,14.75,94.15,6.1,118.06,orange
20.9,6.52,7.28,24.64,92.91,6.7,110.74,orange
31.26,12.97,11.34,14.91,90.58,6.13,103.95,orange
21.69,10.37,9.87,24.23,92.91,7.29,102.23,orange
35.46,24.43,6.95,30.14,93.07,6.68,100.01,orange
30.18,20.03,9.93,14.41,92.54,6.77,119.03,orange
11.99,26.68,7.49,16.88,92.81,6.46,108.8,orange
39.09,28.64,9.88,17.98,94.87,6.71,103.26,orange
2.62,15.8,8.05,33.13,92.22,6.96,110.77,orange
7.31,24.47,12.63,15.33,92.51,6.48,110.61,orange
4.12,12.5,11.1,24.28,90.77,6.23,115.33,orange
31.43,26.31,11.1,13.93,94.78,7.47,113.07,orange
31.55,24.49,7.69,33.32,92.36,7.28,106.07,orange
5.8,13.34,8.54,28.63,92.25,6.64,107.87,orange
16.68,24.06,9.04,34.22,91.77,7.21,119.5,orange
30.68,5.49,12.04,15.22,93.58,6.44,107.47,orange
12.87,24.77,8.26,24.0,91.0,6.32,110.06,orange
34.26,7.67,7.43,18.14,92.4,7.08,109.4,orange
38.85,6.15,11.59,27.2,94.54,6.73,105.6,orange
24.27,14.38,6.01,25.99,91.38,6.55,118.47,orange
4.44,8.36,12.5,18.11,93.88,6.62,103.04,orange
6.02,12.47,7.0,12.2,91.23,6.86,115.26,orange
10.43,18.28,7.91,10.55,93.86,6.1,115.72,orange
28.46,12.85,13.53,32.63,92.23,7.33,103.68,orange
18.73,16.52,8.33,26.94,93.52,6.38,114.95,orange
0.93,7.98,9.11,19.91,92.43,6.07,110.57,orange
36.52,17.81,5.16,20.93,90.16,6.76,115.97,orange
31.61,17.3,10.75,25.86,93.67,6.85,119.48,orange
31.22,18.29,12.99,31.16,90.44,7.38,112.2,orange
39.72,23.8,12.67,20.77,91.38,6.68,117.61,orange
29.56,21.26,5.73,26.2,91.7,6.79,113.85,orange
32.81,15.81,5.21,24.37,90.03,7.24,100.38,orange
9.01,15.68,7.59,15.57,93.37,6.49,109.16,orange
26.62,24.25,10.74,18.87,94.4,7.3,103.05,orange
30.92,10.15,6.82,10.66,93.01,7.27,115.59,orange
21.6,28.87,8.27,17.88,91.15,6.31,106.06,orange
16.97,11.78,14.36,15.43,91.78,6.21,117.98,orange
17.59,25.85,8.75,21.1,93.72,7.11,107.61,orange
17.87,14.98,7.06,19.51,94.07,6.14,103.5,orange
36.53,23.11,6.22,28.92,90.6,6.73,112.1,orange
29.99,12.92,6.91,34.63,94.0,6.54,105.11,orange
4.48,16.42,5.07,30.09,92.0,7.29,107.09,orange
37.83,25.91,9.34,31.2,91.5,7.5,101.69,orange
25.74,14.74,9.71,33.78,91.37,6.97,106.47,orange
5.63,11.22,10.65,13.2,90.78,7.04,115.25,orange
2.45,25.06,13.66,26.52,91.86,6.62,103.15,orange
6.9,28.41,14.65,28.55,94.05,6.27,117.58,orange
4.38,9.06,9.98,17.65,93.13,7.36,105.3,orange
12.84,24.58,8.32,32.22,90.17,7.31,118.27,orange
1.86,14.43,10.99,23.13,90.79,6.02,117.94,orange
3.68,29.7,6.12,21.89,94.92,7.28,110.73,orange
5.38,20.08,11.37,17.79,92.35,7.35,102.56,orange
26.25,14.14,11.14,27.91,92.39,7.12,117.04,orange
7.85,10.48,6.3,33.56,91.13,6.12,101.9,orange
16.15,27.17,6.05,15.66,90.92,6.99,106.57,orange
38.96,21.71,10.2,24.43,94.42,7.14,102.63,orange
16.88,21.53,10.79,33.37,90.17,7.36,107.7,orange
1.92,9.95,6.82,13.57,90.17,7.19,103.24,orange
12.9,19.3,9.84,18.6,93.14,7.23,111.54,orange
18.08,10.37,11.21,23.65,90.59,6.42,115.37,orange
36.96,13.43,13.93,16.38,94.03,6.73,110.98,orange
26.53,21.7,8.42,22.98,90.32,6.55,112.85,orange
38.59,8.16,7.27,21.44,90.56,6.83,105.91,orange
34.93,12.68,9.36,34.61,90.41,7.3,110.09,orange
15.9,28.53,14.99,14.87,94.2,6.33,100.33,orange
29.34,13.85,11.01,13.79,94.3,6.79,116.01,orange
14.51,10.76,14.47,23.27,91.87,6.15,103.31,orange
25.37,20.45,13.43,28.78,90.76,7.41,112.19,orange
34.33,11.96,14.59,33.72,91.48,7.35,119.44,orange
35.75,16.7,6.36,33.45,90.0,6.38,111.12,orange
42.46,68.08,51.13,43.14,90.3,6.71,155.82,papaya
62.9,64.11,53.07,42.97,91.21,6.89,211.07,papaya
45.64,49.83,53.34,24.48,94.82,6.64,238.19,papaya
34.94,63.49,54.44,26.19,92.22,6.84,223.66,papaya
30.43,47.93,48.11,25.15,93.14,6.74,212.65,papaya
41.95,48.12,52.43,32.54,90.35,6.99,240.16,papaya
43.66,51.8,54.88,31.01,94.46,6.56,191.32,papaya
53.4,66.91,51.91,39.68,93.79,6.61,151.34,papaya
69.9,60.08,50.99,30.61,94.35,6.83,232.04,papaya
68.53,55.54,51.38,41.17,91.4,6.86,170.35,papaya
